"Slot","Name","Cost","Color","Melee/Ranged","Type","Subtype","Effectiveness (0-4 = common, 5-8 = uncommon, 9-10 = rare)","Rules","Flavor","Attack Power","Health","Image","Artist","Notes",,"Name Size","Subtype Size","Has PH","Color Calculator","Iconified Cost","Iconified Rules","Italicized Type","Setted Slot",,
"GC_018","Steroids","G","Green",,"Effect","<u>Response</u>","5","<center><u>Append to Combatant [1][G]</u> (As you deploy a combatant you may reveal ~ and pay [1][G]. If you do add this card's effects as it resolves; it loses those effects once it leaves the stack.)</center><p>Choose a combatant; until end of turn, it gets +2/+2.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_GC_018",,
"GC_019","exaLink GC010","GG",#NAME?,"Melee","Asset","Drone Mercenary ","3","<center><u>Armor 3</u> (Damage dealt to ~ by any source is reduced by 3. Whenever damage is reduced this way ~ loses that much armor.)</center>",,3,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_GC_019",,
"GC_020","Relayed Tactics","G",#NAME?,,"Effect","<u>Response</u>","1","Choose a combatant; until end of turn, it gains <u>Formation</u> (Cards with Formation have their ranged status determined by their place in their formation; a formation consists of a mandatory melee card at the front and up to 2 ranged cards at the back. The attack power of the formation is the sum of all combatants in the formation. Combat damage is dealt to the front combatant before the back combatants. Formations can only be formed anytime you could reorganize units.)",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_GC_020",,
"GC_021","New Made Lieutenant","G",#NAME?,"Formation","Asset","Human Mercenary ","3","<center><u>Formation</u> (Cards with Formation have their ranged status determined by their place in their formation; a formation consists of a mandatory melee card at the front and up to 2 ranged cards at the back. The attack power of the formation is the sum of all combatants in the formation. Combat damage is dealt to the front combatant before the back combatants. Formations can only be formed anytime you could reorganize units.)</center>",,1,1,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_GC_021",,
"GC_022","Deployable Wall","1GG",#NAME?,"Melee","Asset","Wall","1","<center><u>Armor 3</u> (Damage dealt to ~ by any source is reduced by 3. Whenever damage is reduced this way ~ loses that much armor.), <u>Barricade</u> (~ can't attack; however, intercepting doesn't utilize it.)</center>",,1,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_GC_022",,
"GC_023","Squirrel with a Gun","GG",#NAME?,"Melee","Asset","Squirrel","2","<center><u>Armed -- 'Ballistic Pistol'</u> (~ enters the battlefield with a transient <i>'Ballistic Pistol'</i> attached to it.)</center>",,1,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_GC_023",,
"GC_024","Rapid Redeployment","G","Green",,"Effect","<u>Response</u>",,"Reorganize your units.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_GC_024",,
"B_CMDR_1","A.L.I.V.E, First Responder","3BB",#NAME?,,"Commander","AI Police Medic","9","<p><center><b>~@ isn't renowned.</b></center></p><p><b><i>As Commander</i> --</b> At the beginning of each turn, ~@ gains 1 loyalty.</p><p><b><i>As Asset</i> --</b> Each time your commander loses <u>X</u> (X is 1/5 your commander's starting loyalty) loyalty, create an <i>'Emergency Defibrillator'</i> in your hand. If ~@ is inside a vehicle, instead create an <i>'Emergency Defibrillator'</i> whenever your commander loses loyalty.</p>","""A.L.I.V.E's job is to ensure that every officer returns in 1 piece.""",,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Commander[/i]","RT_B_CMDR_1",,
"BR_001","Shawn Bright, Anti-Riot Bulwark","2BBB",#NAME?,"Formation","R. Asset","Human Male Police Leader","9","<center>(Becomes <i>'Shawn's Moral'</i> if you already control ~.)<br/><u>Formation - Attack Front 2, Back 0</u></center><p>When ~@ attacks, until end of turn, all other assets you control gain <u>shield</u> (Prevent the next instance of damage the specified assets would receive. Once damage has been prevented this way, the specified asset loses Shield.)</p>",,"*",10,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Asset[/i]","RT_BR_001",,
"BR_001b","Shawn's Moral","1BB",#NAME?,,"R. Effect","<u>Personal</u> Police","0","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>All Police combatants everywhere permanently gain +1/+1.</p><p><u>Personal</u> (Shuffle <i>'Shawn Bright, Anti-Riot Bulwark'</i> into your deck.)</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_BR_001b",,
"BR_002","Inspiring Sergeant","2BB",#NAME?,"Formation","Asset","Human Female Police Leader","9","<center><u>Formation</u></center><p>Police assets you control have your choice of +2/+0 or +0/+2 (you choose as ~ enters the battlefield.)</p>",,5,5,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BR_002",,
"BR_003","Moral","2B",#NAME?,,"Effect",,"9","<center><u>Append to Effect [4][B]</u> (As you deploy an Effect you may reveal ~ and pay [4][B]. If you do add this card's effects as it resolves; it loses those effects once it leaves the stack.)</center><p>All combatants of a subtype of your choice on the battlefield, permanently gain +1/+1.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BR_003",,
"BR_004","Solitary Confinement","2BB",#NAME?,,"Asset","Prison","9","<p>Choose an asset; set it aside until ~ leaves the battlefield.</p><p>Players can't deploy card with the same name as the card under ~.</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BR_004",,
"BU_001","Hand of A.L.I.V.E","3B",#NAME?,"Melee","Asset","<u>Vehicle</u> Ambulance","6","<center><u>Vehicle</u></center><p>If your commander would gain loyalty, it gains an additional 1 loyalty.</p><p>If an asset would be healed, it is additionally <u>healed 1</u> (If the specified asset has attack power or health reductions, reduce them by 1 [reducing permanent reductions first]. Otherwise remove 1 damage from it.)</p>",,7,7,,,,,60,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_001",,
"BU_002","BearCat","3B",#NAME?,"Melee","Asset","<u>Vehicle</u> Police","5","<center><u>Inexhaustable</u> (The first time ~ attacks each turn, it isn't utilized.), <u>Vehicle</u> (When ~ enters the battlefield, you may choose another asset to attach it to. The combined unit has all effects of both assets, and the highest attack power, health, and ranged status of the two.)</center>",,8,8,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_002",,
"BU_003","Arrest","3BBB",#NAME?,,"Effect","Trap <u>Response</u>","6","<p>Choose an asset to remove from the game. Shuffle an <i>'Incarceration'</i> into its owner's deck.</p><p>If an opponent attacked you with 3 or more combatants this turn, ~ costs [2][B] less as long as the chosen asset belongs to that opponent.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BU_003",,
"BU_004","Department Trainee","2B",#NAME?,"Ranged","Asset","Human Police Intern","5","<center><u>Inexhaustable</u> (The first time ~ attacks each turn, it isn't utilized.), <u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [B].</p><p>[2][B][B], [T]: Create a <i>'Fellow Officer'</i> on the battlefield.</p>",,4,4,,,,,50,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_004",,
"BU_005","SWAT Team Leader","3BB",#NAME?,"Ranged","Asset","Augmented Police","5","When ~ resolves, create <u>X</u> (X is 1 plus the number of cards named ~ that have been deployed this game.) <i>'Fellow Officer'</i>s on the battlefield.",,4,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_005",,
"BU_006","Operation 11.3","2B",#NAME?,,"Asset","Latent","5","<center>Choose an asset; set it aside until ~ leaves the battlefield.</center>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_006",,
"BU_007","Sedative Cuffs","3B",#NAME?,,"Asset","Equipment Police","5","<p>When ~ enters the battlefield, choose an augmented or human combatant to attach it to.</p><p>The attached asset can't attack or intercept and has ""[1][B]: Until end of turn, this asset loses all effects. This effect may be activated by any player.""</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_007",,
"BU_008","Maintain Order","3BB",#NAME?,,"Effect","<u>Response</u>","5","~ costs [1] less to deploy if you didn't go first.<p>Kill all combatants that have attacked this turn.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BU_008",,
"BC_001","Patrolman","1B",#NAME?,"Ranged","Asset","Human Police","1",,,4,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_001",,
"BC_002","Inexhaustable Officer","2B",#NAME?,"Ranged","Asset","Augmented Police","2","<center><u>Inexhaustable</u> (The first time ~ attacks each turn, it isn't utilized.)</center>","""..Now it seems they are around more often than our sergeants.""",4,6,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_002",,
"BC_003","Corrupt Investigator","3B",#NAME?,"Melee","Asset","Human Police Investigator","2","<center><u>Doubt 1</u> (When you deploy ~, shuffle a 'Doubt' into your deck.)</center><p>When ~ enters the battlefield, look at the top card of your deck, you may draw it or put it on the bottom. If you draw it, remove a card in your hand from the game.</p>","""Evidence can be valuable on the right market.""",3,5,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_003",,
"BC_004","Capture the Weak","1B",#NAME?,,"Effect","<u>Response</u>","2","Choose a combatant with <u>generalized cost</u> (The cost of the card if all typed symbols were replaced with generic numbers. Ex Capture the Week has a generalized cost of [2].) [4] or less; remove it from the game.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BC_004",,
"BC_005","Stun Baton","1B",#NAME?,,"Asset","Equipment Police","2","<center><u>Tradeable</u> (Once each turn, you may pay ~'s cost, if you do choose another asset; attach ~ to it.)</center><p>When ~ enters the battlefield, attach it to a combatant of your choice.</p><p>Whenever the attached asset deals damage to a combatant, the next time that combatant would be refreshed, it isn't.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_005",,
"BC_006","Traffic Cop","B",#NAME?,"Ranged","Asset","Human Police","1",,,2,2,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_006",,
"BC_007","Precinct Armory","BB",#NAME?,"Melee","Gen. Asset","Police Building","4","<center>(You may play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator, or you may deploy it as an asset.)</center><p><u>Barricade</u> (~ can't attack; however, intercepting doesn't utilize it.)</p><p>[T], Choose a combatant; create a <u>transient</u> (If it would enter a discard, instead remove it from the game.) <i>'Ballistic Pistol'</i> attached to it.</p>",,1,5,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Gen. Asset[/i]","RT_BC_007",,
"BC_008","Barricade Bot","BB",#NAME?,"Melee","Asset","Drone Police","1","<center><u>Barricade</u> (~ can't attack; however, intercepting doesn't utilize it.)</center><p>A deck may have any number of copies of ~ in it.</p>",,0,5,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_008",,
"BC_009","Police Drone","1BB",#NAME?,"Melee","Asset","Drone Police","1","<center><u>Inexhaustable</u> (The first time ~ attacks each turn, it isn't utilized.)</center>",,4,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_009",,
"BC_010","Karl, Brought His Brother","1BB",#NAME?,"Melee","R. Asset","Human Male Police Investigator","3","When ~ enters the battlefield, you may put a <u>male</u> (If a card doesn't explicitly say Male or Female it counts as both.) civilian card in your hand with a <u>generalized cost</u> (The cost of the card if all typed symbols were replaced with generic numbers. Ex Karl, Brought his Brother has a generalized cost of [3].) of [2] or less onto the battlefield.",,1,2,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Asset[/i]","RT_BC_010",,
"BC_011","BC_011",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_BC_011",,
"BC_012","BC_012",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_BC_012",,
"B_CMDR_2","Crystal Waters, Anti-Trafficker","B",#NAME?,"Melee","Commander","Human Female Civilian Investigator","10","<center>(Becomes <i>'Answer to Prayers'</i> if you already control ~.)</center><p>Whenever a Child or Civilian intercepts or <u>dies</u> (Enters a discard from the battlefield), shuffle a <i>'Tip'</i> into your deck (only create one <i>'Tip'</i> if it died while intercepting.)</p><p><b><i>As Asset</i> --</b> Whenever you deploy a Clue, until end of turn, combatants you control can't be chosen by cards with the energy type of your choice.</p>","""All around us, every minute of every day, children.. innocent children are being sold, and raped, and abused. With God's help we will save them!""",1,1,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Commander[/i]","RT_B_CMDR_2",,
"B_CMDR_2b","Answer to Prayers","2B",#NAME?,,"R. Effect","<u>Personal</u> <u>Response</u> Miracle","0","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>Choose a combatant; <u>fully Heal</u> (Remove all attack power and health reductions, and all damage from the specified asset.) that combatant. Until end of turn, it can't be chosen or damaged.</p><p><u>Personal</u> (Shuffle <i>'Crystal Waters, Anti-Trafficker'</i> into your deck.)</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_B_CMDR_2b",,
"BR_005","Collapse the Tunnels","4BBB",#NAME?,,"R. Effect",,9,"<center>(This effect can only be deployed if you control a renowned asset. )</center><p>Choose any number of combatants to return to their owner's hands.</p><p>Kill all combatants.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_BR_005",,
"BR_006","'Charitable' Donation","2B",#NAME?,,"Effect",,"9","<p>Chose an opponent, then choose one:<ul>Choose an asset you control, the chosen opponent gains control of that asset.<br/>Choose a card in your hand, put that card into the chosen opponent's hand.</ul></p><p>Shuffle a <i>'Tip'</i> into your deck.</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BR_006",,
"BR_007","Good Samaritan","2BB",#NAME?,"Melee","Asset","Augmented Civilian Investigator","9","<center>Effects cost [1] more to deploy.</center>",,6,5,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BR_007",,
"BR_008","Penny Pincher","BB",#NAME?,"Melee","Asset","Human Civilian","5","Whenever your opponent draws any number of cards, create a <i>'Savings'</i> in your hand unless they pay ~'s <u>generalized cost</u> (The cost of the card if all typed symbols were replaced with generic numbers. Ex Penny Pincher has a generalized cost of [2].).",,3,3,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BR_008",,
"BU_009","Redistribution","2B",#NAME?,,"Effect",,"5","<center><u>Exchange [1]</u> (Pay [1], Discard ~ from your hand: Draw a card.)</center><p>Each player may draw up to 3 cards. Their commanders gain 4 loyalty for each card they don't draw.</p>","""The visionaries of the 20th century claimed all the words problems would be fixed if we gave all our money to those who had non-e..""",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BU_009",,
"BU_010","Supernatural Exhaustion","1BB",#NAME?,,"Asset","Latent Miracle","5","<center><u>Retribution</u> (When you draw ~ as a result of taking damage, you may deploy it without paying its cost.)</center><p>Assets enter the battlefield utilized, unless their controller pays [2].</p>",,,,,,,,45,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_010",,
"BU_011","Well Fed Snitch","B",#NAME?,"Melee","Asset","Human Child","5","When ~ enters the battlefield, shuffle a <i>'Tip'</i> into your deck.","""I tell the grown ups whenever the others are being bad! So they feed me more!""",2,3,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_011",,
"BU_012","Guardian Angel","1BB",#NAME?,"Melee","Asset","Angel Guard","5","<center><u>Unkillable</u> (~ can't be killed by damage.)</center>","""We and the Fallen lurk in the shadows, waging war unbeknownst to any of the mortals...""",3,3,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_012",,
"BU_013","Dismantle the Cages","BB",#NAME?,,"Effect",,"5","Choose anything attached to a combatant; its controller <u>forfeits</u> (Put the specified cards into their owner's discard.) it.",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BU_013",,
"BU_014","Charitable Widow","B",#NAME?,"Melee","Asset","Human Female Civilian","5","When ~ enters the battlefield, choose one:<ul>Your commander gains 2 loyalty.<br/>Shuffle a <i>'Tip'</i> into your deck.</ul>",,1,1,,,,,50,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_014",,
"BU_015","Diver Muscle","2BB",#NAME?,"Melee","Asset","Drone","7","[T]: Until end of turn, combatants you control gain ""[T], Utilize another combatant you control, the next time it would be refreshed, it isn't: Choose a combatant to utilize.""",,4,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_015",,
"BU_016","Imparter of Wisdom","1B",#NAME?,"Melee","Asset","Human Citizen Teacher","5","<u>Once</u> (As you activate this effect, remove it from this card): All other combatants without effects permanently get +2/+2.",,2,2,,,,,50,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BU_016",,
"BC_013","Diver Priest","1BB",#NAME?,"Melee","Asset","Human Civilian Clergy","1","When ~ resolves, choose a combatant; until end of turn, it gains <u>unkillable</u> (It can't be killed by damage.)","""Even though I walk through the valley of the shadow of death, I fear no evil, for You are with me..."" ~ Psalm 23:4",3,4,,,,,60,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_013",,
"BC_014","First Aid","1BB",#NAME?,,"Effect","<u>Response</u>","3","Choose one:<ul>Your commander gains 3 loyalty.<br/>Choose an asset; <u>Heal it 3</u> (If the specified asset has attack power or health reductions, reduce them by 3 [reducing permanent reductions first]. Otherwise remove 3 damage from it.)<br/>Choose an asset; it looses bleeding.</ul>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BC_014",,
"BC_015","Scared Child","0","Blue","Melee","Asset","Human Child","1","<center><u>Exchange [1]</u> (Pay [1], Discard ~ from your hand: Draw a card.)<p>~ can't attack.</p></center>",,0,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_015",,
"BC_016","Light in the Darkness","1B",#NAME?,,"Effect","<u>Response</u>","3","<p>~ costs [B] less if you didn't go first.</p><p>Choose a combatant, until end of turn, its attack power is reduced to 0.</p>","""Be careful where you point those lights, most of the things living down here haven't seen light in a long time.""",,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BC_016",,
"BC_017","Neglectful Parent","B",#NAME?,"Melee","Asset","Human Civilian","3","<center>The first time ~ becomes utilized, create a <u>transient</u> <i>'Scared Child'</i> in your hand.</center>",,1,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_017",,
"BC_018","Devoted Mother","1B",#NAME?,"Melee","Asset","Human Female Civilian","1",,,4,4,,,,,60,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_018",,
"BC_019","Underworld Investigator","1B",#NAME?,"Melee","Asset","Human Civilian Investigator","2","When ~ <u>dies</u> (Enters a discard from the battlefield), shuffle a <i>'Tip'</i> into your deck.",,4,4,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_019",,
"BC_020","Generous Stranger","B",#NAME?,"Melee","Asset","Human Civilian","1","When ~ enters the battlefield, choose an opponent; they may play a card in their hand without paying its costs.",,4,3,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_BC_020",,
"BC_021","Return to Dust","B",#NAME?,,"Effect","Tragedy <u>Response</u>","2","Choose a player; the next time they would draw a card, they don't.","""Seeing 1 of the others like this is truly humbling, really makes you think doesn't it?"" ",,,"Person letting the ashes of their fallen comrade shift through their fingers.",,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_BC_021",,
"BC_022","BC_022",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_BC_022",,
"BC_023","BC_023",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_BC_023",,
"BC_024","BC_024",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_BC_024",,
"P_CMDR_1","The Director","PPP",#NAME?,,"Commander","Enigma","5","<center>(Becomes <i>'Quantum Timeline Analysis'</i> if you already control ~.)</center><p>At the beginning of each other player's turn they reveal a non-revealed card from their hand.</p><p><b><i>As Asset</i> --</b> Whenever an opponent reveals any number of non-revealed cards in their hand, draw a card.</p>","No 1 really knows who -- or what -- he is, the reverse is not the case.",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Commander[/i]","RT_P_CMDR_1",,
"P_CMDR_1b","Quantum Timeline Analysis","XP",#NAME?,,"R. Effect","<u>Personal</u> <u>Response</u>","0","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>Each player looks at the top [X] cards of their deck, then draws up to 2 of them.</p><p><u>Personal</u> (Shuffle <i>'The Director'</i> into your deck.)</p>",,,,,,,,45,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_P_CMDR_1b",,
"PR_001","Information Processor","PP",#NAME?,,"Asset","AI Advisor","5","<p>Each player draws an additional card at the beginning of their turn.</p><p>If ~ is inside a vehicle, whenever a player draws a card due to a source not named ~, each other player draws a card.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PR_001",,
"PR_002","Stargate Project Access Point","1PP",#NAME?,,"Asset","AI Spy","9","<center>Whenever an opponent reveals any number of non-revealed cards in their hand, draw a card.</center>","If Every smartphone and link on the planet is your eyes, you can see everything. <p>-- The Director</p>",,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PR_002",,
"PR_003","Confused Loyalties","4PPP",#NAME?,,"Effect",,"9","<center><u>Doubt 2</u> (When you deploy ~, shuffle 2 'Doubt's into your deck.)</center><p>Choose 2 players; swap control of all assets they control.</p>","""The Ismaili clan would infiltrate the lives of their targets fully. Gaining their trust. Becoming their friends. Then after years of loyal service, they would strike."" -- The Director",,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PR_003",,
"PR_004","Careful Preparation","3PP",#NAME?,,"R. Effect",,"10","<center>(This effect can only be deployed [or prepared] if you control a renowned permanent. )<br/><u>Prepare 4 -- [P]</u> (Pay [P] and put ~ into your deck fourth from the top. When you would draw ~, instead deploy it without paying its cost.)</center><p>Draw 3 cards.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_PR_004",,
"PU_001","exaLink's Flagship","1PP",#NAME?,,"Asset","Equipment Augmentation Link","5","When exaLink's Flagship enters the battlefield, choose a commander to attach it to.<p>The attached commander's controller plays with their hand revealed. Whenever they draw a card, you may draw a card.</p>",,"","",,,,,60,30,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PU_001",,
"PU_002","Curfew","P",#NAME?,,"Effect"," ","5","<center><u>Retribution</u> (When you draw ~ as a result of taking damage, you may deploy it without paying its cost.)</center><p>Choose an asset; return all cards with the same name to their owner's hands. They lose all <u>stat modifications</u> (Added/changed words, attack power, health, or ranged status.)</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_002",,
"PU_003","Abuse of the Tax Code","XPP",#NAME?,,"Effect","Trap <u>Response</u>","6","<p>~ costs [1] less for every card on the stack.</p><p><u>Hack</u> (Send the specified cards on the stack to their owners' discards, none of their effects happen.) every other card on the stack unless each card's controller pays [X] for it.</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_003",,
"PU_004","Intelligence Intern","2P",#NAME?,"Ranged","Asset","Human Civilian Intern","5","<center><u>Firewall [2]</u> (Intelligence Intern can't be chosen unless the player choosing it pays [2].), <u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [P].</p><p>[2][P][P], [T]: Choose a player; they reveal the top 3 cards of their deck, then puts them back in any order.</p>",,3,3,,,,,60,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PU_004",,
"PU_005","Construct Digital Profile","2PP",#NAME?,,"Effect",,"7","<p>Choose a player; they reveal their hand.</p><p>You may discard any number of cards in your hand, then draw that many cards.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_005",,
"PU_006","Remembrance","1PP",#NAME?,,"Effect","<u>Response</u>","5","<center>Chose an effect on the stack; deploy a copy of that effect without paying its cost.</center>","""Analyze defeats closely so that you may learn from them and thus avoid them in the future."" <p>-- The Director</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_006",,
"PU_007","Analysis of Past Defeats","PP",#NAME?,,"Effect","<u>Response</u>","5","<p>Until end of turn, whenever you take damage you draw an additional card.</p><p>You don't discard to your maximum hand size at the end of this turn.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_007",,
"PU_008","Agent of Chaos","2PP",#NAME?,"Melee","Asset","Augmented Spy","5","<center><u>Retribution</u> (When you draw ~ as a result of taking damage, you may deploy it without paying its cost.)</center><p>Whenever ~ deals combat damage to an opponent's commander, each player shuffles their hand into their deck, then draws the same number of cards.</p>","""If your opponent don't got a clue what's going on.. how could they possibly win?""",5,5,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PU_008",,
"PC_001","Plan","P",#NAME?,,"Effect","<u>Response</u>","5","Look at the top 3 cards of your deck, draw 1 of them, then put the rest back on top in any order.<p>You may pay an additional [2][P] as you deploy ~, if you do choose an asset; return it to its owner's hand, then it loses all <u>stat modifications</u> (Added/changed words, attack power, health, or ranged status.)</p>",,"","",,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_001",,
"PC_002","Intelligence Agent","1P",#NAME?,"Melee","Asset","Human Spy","1",,,3,5,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_002",,
"PC_003","Overwatch","1P",#NAME?,,"Effect","Virus","2","<p>Choose an opponent; they reveal 3 unrevealed cards in their hand (if there are 3 or less unrevealed cards in their hand they reveal their hand instead.)</p><p>That opponent's maximum hand size is reduced by 1 until the start of your next turn.</p>","""The link is a device which once installed, gives the individual access to a rich augmented world.""<p>-- exaLink Promotional Material</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_003",,
